country,sex,age,upbring,ses15,sex.orient,names.bin,names.m,names.f,edu.r,edu.m,edu.f,first.born,birth.order,no.children,rel.m,rel.f,rej.m1,rej.m2,rej.m3,rej.m4,rej.m5,rej.m6,rej.m7,rej.f1,rej.f2,rej.f3,rej.f4,rej.f5,rej.f6,rej.f7,overp.m1,overp.m2,overp.m3,overp.m4,overp.m5,overp.m6,overp.m7,overp.m8,overp.m9,overp.f1,overp.f2,overp.f3,overp.f4,overp.f5,overp.f6,overp.f7,overp.f8,overp.f9,emo.m1,emo.m2,emo.m3,emo.m4,emo.m5,emo.m6,emo.f1,emo.f2,emo.f3,emo.f4,emo.f5,emo.f6,money.m,money.f,time.m,time.f
1,2,30,1,3,2,0,0,0,4,3,3,NA,NA,2,5,4,2,2,2,3,3,2,3,2,2,2,3,3,2,3,3,2,3,2,2,3,2,2,1,3,2,3,2,2,3,2,2,1,2,2,1,2,1,1,2,2,1,2,1,1,3,3,4,4
1,2,59,1,3,1,0,0,0,4,1,4,0,2,2,7,7,2,1,1,1,2,1,2,1,2,2,1,1,1,2,2,3,2,4,2,3,2,3,2,2,2,2,3,2,3,2,3,1,3,4,4,4,4,4,3,4,4,4,4,4,1,1,1,1
1,1,53,0,3,1,1,0,1,4,2,2,0,2,2,6,6,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,3,2,2,3,2,2,2,2,2,2,3,2,3,2,2,2,1,3,2,2,3,2,4,3,2,2,2,1,4,6,6,4,5
1,2,60,1,3,1,0,0,0,4,4,4,1,1,2,4,7,2,2,2,1,3,2,1,1,2,2,1,1,2,1,2,2,2,2,1,3,2,3,3,2,2,2,1,1,3,2,3,2,2,3,2,2,3,3,3,3,2,2,3,3,1,1,3,3
1,1,36,0,4,1,0,0,0,4,2,2,0,2,2,5,4,3,2,1,1,1,3,1,1,1,2,1,1,1,1,1,2,2,3,1,2,2,2,2,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,6,3,3,5
1,2,27,1,2,2,0,0,0,4,3,3,1,1,3,7,7,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,4,1,2,1,2,1,2,1,1,4,1,2,1,2,1,2,1,4,4,3,4,1,4,4,4,3,4,1,4,2,2,2,3
1,1,23,1,3,6,1,0,1,3,3,3,0,4,4,7,7,2,1,1,1,1,2,1,1,1,2,1,1,3,1,1,2,3,2,1,3,1,3,1,1,2,3,2,1,3,1,2,1,3,3,3,2,4,3,3,3,3,2,4,3,6,6,3,3
1,2,23,1,3,1,0,0,0,3,4,4,1,1,3,7,4,2,1,1,1,2,1,1,1,2,3,1,2,2,1,1,3,1,2,1,2,2,2,1,1,3,1,2,1,2,2,2,1,2,4,2,2,3,3,2,2,2,2,2,3,1,3,1,4
1,2,27,1,4,1,0,0,0,4,2,3,0,4,4,4,7,2,1,1,2,3,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,3,2,1,1,3,1,1,1,2,2,3,3,4,3,3,3,4,3,4,4,4,4,2,2,2,1
1,2,34,1,3,1,0,0,0,4,4,4,1,1,2,7,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,2,1,4,4,4,4,3,4,4,3,3,4,3,4,6,6,2,2
1,2,42,1,3,1,0,0,0,4,1,1,1,1,2,6,5,1,1,2,1,1,1,1,2,3,2,1,1,1,3,2,2,1,2,1,1,1,1,3,2,1,2,3,1,2,2,2,3,1,1,2,2,1,2,1,1,1,2,1,2,6,6,4,5
1,2,25,1,2,3,0,0,0,4,4,4,0,3,3,7,6,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,3,1,1,1,2,1,2,2,1,3,1,1,1,2,2,4,4,2,3,4,3,3,4,2,3,2,3,4,1,1,3
1,2,22,1,2,2,0,0,0,3,3,2,1,1,2,5,5,2,1,4,2,3,2,2,4,1,2,2,3,2,2,2,4,2,1,2,1,2,4,4,2,4,2,1,2,1,2,4,4,4,3,4,4,2,3,4,3,4,4,2,3,6,6,3,3
1,1,28,1,3,1,0,0,0,4,3,4,1,1,2,7,6,2,1,2,1,1,1,1,2,1,3,1,2,1,1,2,4,2,4,2,1,2,4,1,2,2,2,4,2,1,4,3,2,3,4,4,3,3,3,2,2,2,2,2,2,6,6,2,4
1,2,28,1,2,1,0,0,0,4,3,4,1,1,2,7,4,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,2,1,4,1,1,1,3,1,1,2,1,4,1,2,1,4,1,2,4,4,4,4,3,2,4,4,2,2,3,2,2,2,3
1,1,23,1,2,2,0,0,0,3,4,4,1,1,2,6,5,2,1,2,1,1,2,2,2,2,2,2,1,2,3,3,4,3,3,2,3,3,4,4,3,4,2,3,2,3,3,4,4,2,4,3,4,3,3,2,4,2,4,3,2,2,2,2,2
1,2,21,1,3,1,0,0,0,3,4,4,1,1,2,7,7,1,1,2,1,1,2,2,1,1,1,1,1,1,2,3,3,3,3,3,4,3,3,1,2,2,4,3,2,4,4,3,1,4,3,4,3,3,4,4,3,4,3,3,4,6,6,1,1
1,2,22,1,2,2,0,0,0,3,3,4,0,2,2,7,6,3,1,1,1,3,1,1,1,1,2,1,4,1,2,1,3,2,2,1,2,1,2,2,1,3,2,1,1,3,1,4,2,3,4,3,4,4,4,2,4,3,4,4,4,2,2,2,3
1,2,22,1,2,1,0,0,0,3,3,3,0,2,2,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,2,3,1,3,2,2,2,2,2,2,3,1,3,4,3,3,3,3,2,2,1,2,3,2,6,6,3,4
1,2,21,0,2,2,1,1,0,3,4,4,1,1,2,6,6,2,3,3,2,2,2,3,2,2,2,1,2,2,2,3,4,4,4,3,4,3,3,3,2,3,2,4,2,3,2,3,1,2,4,2,3,3,3,2,4,3,3,3,3,6,6,1,2
1,1,36,1,3,1,0,0,0,4,2,4,1,1,2,6,6,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,3,1,3,1,2,2,4,4,2,3,1,2,1,2,2,4,2,3,3,3,4,4,3,3,3,3,4,4,3,1,1,2,2
1,2,25,1,4,1,0,0,0,4,2,2,1,1,4,5,7,4,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,3,2,3,3,1,2,1,1,1,1,2,1,1,1,3,1,3,1,2,2,2,3,2,2,2,2,2,4,6,2,4,3
1,2,22,1,3,1,0,0,0,3,3,3,1,1,2,6,6,2,1,2,1,2,1,1,2,1,2,1,2,1,1,2,3,2,1,2,3,3,4,3,2,3,2,1,3,3,3,3,2,3,4,4,4,4,4,3,4,4,4,4,4,2,2,2,2
1,2,32,1,3,2,0,0,0,4,4,4,0,2,2,5,4,2,1,2,1,1,2,1,2,1,2,1,1,2,1,2,2,1,3,2,1,2,2,2,2,2,1,2,2,1,1,3,2,3,4,3,3,3,3,3,4,3,3,2,3,2,2,2,4
1,2,62,1,3,1,0,0,0,4,3,2,1,1,1,6,5,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1,1,1,1,3,4,4,4,3,4,3,4,4,4,3,4,6,2,4,4
1,2,24,1,3,1,0,0,0,3,3,3,0,2,3,7,7,2,1,1,1,1,2,2,1,1,2,1,1,2,2,4,4,4,4,2,4,3,4,2,2,2,3,2,2,4,2,4,1,3,4,4,4,4,4,2,4,2,3,4,4,2,1,2,4
1,2,23,1,4,1,0,0,0,3,3,3,0,2,2,7,7,2,2,2,1,2,1,1,2,2,2,1,2,1,1,3,3,2,1,1,3,1,1,1,3,3,2,1,1,3,1,1,1,2,4,3,3,3,3,2,4,3,3,3,3,2,2,2,2
1,1,39,1,2,1,0,0,0,4,4,4,1,1,2,6,6,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,3,3,1,4,2,2,3,3,2,3,3,1,4,2,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,6,6,4,4
1,1,39,1,2,1,0,0,0,4,3,4,1,1,2,7,4,2,1,1,1,1,1,1,2,2,3,1,1,2,2,2,1,3,NA,2,3,2,2,2,3,2,3,NA,3,4,3,4,3,3,3,3,3,4,3,3,3,2,2,2,2,NA,NA,2,4
1,2,23,1,3,2,0,0,0,3,3,4,1,1,1,5,5,2,2,1,1,NA,2,1,1,3,3,1,NA,2,3,3,3,1,2,2,3,1,3,1,2,3,1,3,2,3,1,4,1,4,2,4,2,2,3,4,3,4,3,2,4,6,6,3,3
1,2,28,0,3,1,0,0,0,3,1,2,0,3,3,7,6,3,2,1,1,2,1,1,1,1,3,1,2,1,1,NA,4,2,2,2,3,2,2,1,NA,3,2,2,2,3,1,2,1,4,3,3,3,4,1,4,3,3,3,4,1,1,1,3,4
1,1,30,1,4,1,0,0,0,4,3,3,1,1,3,5,2,2,3,2,3,4,2,3,3,3,2,4,4,3,4,3,3,2,3,1,3,3,3,3,4,3,2,3,1,3,4,3,3,2,3,2,2,3,2,2,3,2,2,2,2,3,3,3,3
1,1,54,0,2,1,0,0,0,4,3,1,0,3,3,6,6,2,1,2,1,1,1,1,2,2,2,1,1,2,1,2,3,3,3,3,4,3,3,3,2,3,3,2,2,4,2,3,2,3,2,3,3,3,4,2,3,2,2,3,3,6,6,3,4
1,2,55,1,3,1,0,0,0,4,2,3,0,3,3,6,6,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,1,1,1,2,2,1,2,1,2,1,1,1,3,4,2,2,2,2,3,4,2,2,2,2,6,6,4,4
1,2,27,1,2,2,0,0,0,4,4,4,1,1,1,5,6,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,3,3,3,4,3,4,3,3,6,6,2,3
1,2,26,1,4,2,0,0,0,3,3,NA,1,1,2,4,NA,3,3,3,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,2,3,NA,NA,NA,NA,NA,NA,1,NA,4,NA
1,1,28,1,2,2,1,0,1,4,2,3,1,1,1,7,6,2,1,1,1,NA,1,1,1,1,2,1,NA,1,2,3,4,2,4,3,2,2,3,2,3,4,2,4,2,2,3,4,2,3,4,2,4,4,3,2,4,2,2,3,2,1,1,2,5
1,1,22,1,2,1,1,0,1,3,3,2,0,2,2,7,6,2,1,2,1,1,1,1,2,1,2,1,1,1,1,3,3,1,2,2,3,2,2,1,2,2,1,1,1,2,2,1,1,3,3,3,3,3,3,2,2,3,2,3,2,2,2,2,2
1,2,21,1,3,1,0,0,0,3,4,2,1,1,3,7,7,2,1,2,1,2,1,1,2,1,2,1,2,1,1,1,NA,1,4,2,2,1,3,2,1,NA,1,4,2,2,1,3,1,3,4,4,4,3,4,3,4,3,4,3,4,1,1,1,2
1,2,24,1,4,2,0,0,0,4,2,2,1,1,2,2,6,3,4,3,2,4,4,4,1,1,2,1,1,2,2,1,3,4,3,4,4,4,4,2,3,3,2,2,2,3,3,4,4,3,1,3,2,2,4,3,2,3,3,4,4,3,3,2,5
1,2,21,1,2,1,0,0,0,3,4,4,0,3,3,6,7,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,3,1,1,2,2,2,1,1,1,1,3,4,4,4,4,4,3,4,4,4,4,4,1,1,1,1
1,2,29,1,3,2,0,0,0,4,3,4,0,2,2,6,5,2,3,1,1,1,2,1,1,2,2,1,1,1,1,3,2,1,4,2,2,2,2,2,2,1,1,1,2,1,2,1,1,3,1,3,4,4,4,3,1,2,3,4,4,3,6,4,5
1,2,29,1,4,2,0,0,0,4,3,2,0,2,2,6,6,3,2,3,3,2,2,2,1,1,3,1,2,2,1,3,4,2,4,3,3,2,3,2,2,2,1,2,2,1,1,2,1,2,3,3,3,3,3,2,3,3,3,3,4,1,1,3,3
1,2,24,0,3,1,0,0,0,4,4,3,1,1,2,5,5,3,2,2,1,1,1,2,2,2,3,1,1,2,2,3,4,4,2,3,4,3,3,3,3,3,4,2,3,4,3,3,3,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2
1,2,23,0,4,1,1,0,1,4,3,3,0,2,2,7,6,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,2,3,3,3,3,1,1,2,1,2,1,1,3,2,1,1,4,4,4,4,4,4,2,2,2,2,2,2,1,2,1,4
1,2,22,1,2,1,0,0,0,3,3,2,1,1,2,7,7,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,4,1,2,2,2,3,3,2,1,2,1,2,2,1,1,2,1,4,4,4,4,4,4,3,4,4,3,4,4,1,1,1,1
1,1,60,1,3,1,1,0,1,4,4,4,1,1,2,6,6,2,1,2,1,3,1,2,1,1,2,1,2,1,1,2,4,2,2,1,3,1,3,3,2,4,2,2,1,3,1,4,1,3,4,3,2,2,3,3,4,3,2,2,3,6,6,3,3
1,2,33,1,4,1,0,0,0,4,3,4,1,1,4,4,4,3,1,2,2,3,2,1,1,1,3,2,2,1,1,3,1,1,3,3,2,1,1,2,1,1,1,1,2,4,3,1,3,2,2,2,2,2,3,1,2,1,2,2,3,6,4,4,5
1,1,39,0,3,1,0,0,0,4,4,4,0,3,3,6,5,3,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,3,2,3,2,2,2,4,1,1,1,1,2,2,2,1,1,2,2,3,3,3,3,2,1,3,2,2,2,2,3,2,4
1,2,30,1,3,1,0,0,0,4,4,2,0,2,2,6,3,2,2,2,3,1,2,2,2,1,2,3,1,2,1,3,3,2,1,2,3,3,4,1,2,2,1,1,1,1,1,2,3,3,4,3,2,4,3,2,2,2,2,2,3,1,3,1,4
1,2,40,0,3,1,0,0,0,4,2,3,1,1,2,3,5,3,2,1,1,1,2,2,1,2,2,1,1,2,2,1,3,2,3,1,3,2,3,3,1,3,2,3,1,2,2,3,3,2,1,2,2,2,3,2,2,2,2,2,3,6,6,3,3
1,2,30,1,3,3,0,0,0,4,2,2,1,1,2,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,3,3,3,1,1,2,2,1,1,3,3,3,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,3,3
1,2,28,1,3,1,1,1,0,4,3,2,1,1,1,7,2,2,2,2,2,1,2,2,1,1,NA,1,1,1,1,1,4,2,3,4,3,4,3,4,4,1,1,1,1,1,1,1,1,NA,4,4,4,4,4,NA,2,1,2,2,2,1,3,1,5
1,1,45,1,3,1,0,0,0,4,3,3,1,1,2,5,5,1,3,1,1,1,3,3,1,1,1,1,2,2,1,2,3,2,2,2,2,1,1,2,2,3,2,2,2,2,1,4,2,4,3,3,3,4,3,2,3,2,2,4,2,2,2,3,3
1,2,25,1,2,1,1,1,0,4,3,4,1,1,2,7,6,2,2,1,1,1,1,1,1,3,2,2,1,1,2,3,4,2,2,3,3,2,2,2,3,4,3,3,3,3,2,4,2,4,3,3,4,3,4,3,3,3,4,3,4,1,1,2,4
1,2,37,1,3,1,0,0,0,4,3,2,1,1,2,3,NA,3,3,3,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,6,NA,4,NA
1,1,23,1,4,1,0,0,0,3,3,4,0,2,5,6,3,2,1,1,1,1,1,2,1,2,3,1,2,1,2,2,4,1,2,3,2,3,3,3,2,3,2,3,2,2,2,3,2,4,3,4,4,4,4,3,4,4,3,3,3,6,6,2,2
1,2,22,0,2,1,0,0,0,3,4,4,1,1,4,7,7,2,1,1,1,2,1,2,1,1,2,1,1,1,2,2,4,2,2,2,3,2,3,2,2,4,2,2,1,3,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2
1,1,31,1,3,1,1,0,1,4,3,3,1,1,1,6,6,2,1,1,1,NA,1,1,1,1,2,1,NA,1,1,4,3,3,3,4,4,3,3,2,3,2,3,3,3,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,6,6,2,3
1,2,31,1,3,1,0,0,0,4,4,4,1,1,3,7,7,2,1,2,1,1,3,1,1,1,1,1,1,1,1,4,3,1,3,2,3,3,4,4,2,2,1,1,2,2,1,4,1,2,2,1,2,2,2,3,2,2,3,3,3,3,3,1,2
1,2,29,1,2,1,1,0,1,4,3,4,1,1,2,6,6,2,1,2,1,2,1,1,2,1,2,1,2,1,1,2,2,3,2,NA,3,1,2,1,2,2,2,2,NA,3,1,2,1,4,4,3,3,3,2,3,4,3,3,3,2,6,2,2,3
1,1,30,1,3,5,1,0,1,4,4,2,1,1,3,6,6,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,4,2,4,2,3,3,3,3,1,4,2,4,2,3,2,3,2,3,4,3,4,4,4,3,4,3,4,4,4,6,6,2,4
1,1,62,1,3,1,1,0,1,4,1,1,0,2,2,5,6,1,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,3,3,3,2,2,3,3,2,2,1,1,2,1,2,3,2,2,3,3,4,2,3,2,2,3,3,2,3,6,6,3,3
1,2,27,1,1,1,0,0,0,4,1,3,1,1,3,1,4,4,4,3,4,4,4,4,1,1,3,1,1,1,1,3,3,4,4,1,4,4,4,4,3,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1,6,4,5,5
1,2,28,1,3,1,0,0,0,4,3,4,0,3,3,7,7,2,1,2,1,1,2,2,1,1,2,1,1,1,2,2,4,3,3,3,4,2,4,2,1,4,2,3,2,4,2,4,1,3,4,4,4,4,4,3,4,4,4,4,4,6,6,4,4
1,2,35,1,4,1,0,0,0,4,1,2,0,4,4,6,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,2,3,2,3,2,4,2,2,4,2,2,2,3,2,3,1,3,2,2,3,3,4,1,2,1,NA,1,3,6,6,4,4
1,2,25,1,3,2,1,0,1,4,2,3,1,1,2,3,6,2,1,1,1,3,2,2,1,1,2,1,3,1,1,2,3,2,3,1,3,1,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,4,4
1,2,20,1,5,1,0,0,0,3,4,4,1,1,2,7,7,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,3,1,1,2,3,2,3,1,3,4,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2
1,2,26,1,4,1,0,0,0,4,2,3,0,2,3,6,6,2,2,2,1,1,3,3,2,1,2,1,1,3,2,2,2,4,3,3,3,2,4,4,1,2,2,2,3,2,2,4,1,3,4,3,3,4,4,2,4,3,2,2,NA,2,2,3,3
1,2,21,1,2,1,0,0,0,3,4,4,1,1,2,5,6,4,1,4,3,1,1,4,1,2,2,1,1,2,4,2,4,4,4,1,3,3,4,4,4,2,4,4,1,3,3,4,4,1,4,2,3,2,2,3,4,3,4,4,4,6,2,1,1
1,2,29,1,3,1,0,0,0,4,4,3,0,2,2,6,6,3,1,2,2,3,3,1,1,1,2,2,2,3,1,2,4,3,3,3,3,3,4,2,2,3,4,2,4,3,2,4,2,3,3,4,4,3,3,3,2,4,4,3,3,6,6,1,1
1,2,33,1,2,2,0,0,0,4,4,4,1,1,2,7,4,2,1,2,1,1,1,1,1,1,3,1,1,2,1,1,4,1,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,4,3,4,4,2,1,1,1,2,2,1,1,4,2,5
1,2,28,1,3,1,0,0,0,4,3,2,1,1,2,7,7,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,3,1,4,1,1,1,2,1,2,3,1,2,1,3,3,3,3,3,3,3,3,3,4,3,3,1,2,2,3
1,1,41,0,3,1,0,0,0,4,3,2,0,2,2,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,3,4,4,4,4,4,2,4,4,4,4,4,6,3,3,3
1,2,52,0,3,1,0,0,0,1,1,2,1,1,4,6,6,2,2,1,1,1,1,2,1,2,3,1,1,1,3,2,1,2,2,2,4,2,2,1,2,1,3,1,2,4,2,2,1,3,4,3,4,3,4,2,2,2,3,2,4,6,6,2,4
1,2,37,1,4,3,0,0,0,4,3,3,1,1,2,7,7,2,1,2,2,1,2,1,2,1,2,2,1,2,1,3,3,3,3,1,3,3,4,1,3,3,3,3,1,3,3,4,1,2,4,4,2,3,4,2,4,4,2,3,4,1,1,2,2
1,2,30,1,3,2,0,0,0,4,2,4,1,1,2,4,5,2,2,3,4,4,3,3,1,1,2,2,2,1,2,1,3,1,4,1,2,1,3,3,1,3,1,3,1,2,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,6,6,5,5
1,2,32,1,3,2,0,0,0,4,4,4,0,2,2,6,6,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,3,2,1,4,3,1,3,2,1,3,2,1,4,1,4,3,1,4,4,3,4,3,1,4,4,3,2,2,2,2
1,2,41,1,3,1,0,0,0,3,3,2,1,1,2,5,5,2,2,2,1,1,1,2,2,1,2,1,1,1,2,3,2,2,3,3,3,1,3,2,4,1,2,2,2,3,1,2,1,3,3,3,3,3,3,2,3,2,2,3,3,2,2,4,5
1,2,33,1,3,1,0,0,0,4,3,4,1,1,2,5,7,1,3,1,3,3,1,3,1,3,1,2,2,1,3,3,4,3,3,3,4,3,4,2,2,4,3,2,3,4,3,4,2,2,4,2,2,2,3,2,4,2,2,3,2,6,6,2,2
1,2,34,1,3,1,0,0,0,4,4,4,1,1,3,6,5,2,1,3,2,2,2,2,3,1,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,4,1,3,2,2,3,2,1,3,2,2,3,2,2,2,2,3
1,2,44,1,3,1,0,0,0,3,3,4,1,1,3,5,5,3,3,1,1,4,1,1,1,2,2,1,1,1,1,3,2,1,2,2,2,2,2,1,3,1,1,1,2,2,1,2,1,2,2,2,2,1,4,2,1,1,2,1,4,6,6,3,3
1,2,31,1,4,2,0,0,0,4,3,3,0,4,4,4,7,2,4,2,1,1,3,4,2,1,1,1,3,2,2,3,2,2,3,2,3,3,3,4,2,2,2,2,2,2,1,4,1,4,4,3,4,4,4,3,4,3,4,4,3,1,1,1,1
1,2,34,1,4,2,0,0,0,4,2,4,1,1,2,7,7,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,4,1,1,1,3,1,2,2,2,4,1,1,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,2,6,1,4
1,2,26,1,3,1,0,0,0,3,3,3,0,2,3,6,7,2,1,2,1,2,2,1,2,1,2,1,1,2,1,1,3,2,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,3,4,4,3,4,4,3,4,4,3,4,4,6,6,3,3
1,2,41,1,3,1,1,1,0,4,4,4,1,1,1,7,7,2,1,1,1,1,1,1,1,1,2,1,1,1,1,3,4,3,2,3,3,2,4,2,2,3,2,1,2,2,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2
1,2,46,0,3,1,0,0,0,4,4,4,0,2,3,4,4,3,2,2,3,3,1,3,3,2,3,3,3,1,3,3,2,3,3,1,4,3,3,3,3,2,3,3,1,4,3,3,3,2,2,1,2,2,1,2,2,1,2,2,1,6,6,3,3
1,2,38,1,3,2,0,0,0,4,3,4,0,2,3,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,1,2,2,3,2,2,3,2,2,1,2,1,3,1,2,4,2,3,2,4,3,3,1,2,2,4,2,2,2,3
1,2,37,1,4,1,0,0,0,2,3,2,1,1,3,4,2,3,2,2,3,4,2,3,4,4,4,4,4,3,4,2,3,2,3,2,4,4,4,3,2,3,1,3,1,4,4,4,4,2,2,2,1,1,2,2,1,1,1,1,2,4,4,5,5
1,2,23,0,1,1,0,0,0,3,3,3,0,3,5,7,7,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1,4,1,2,1,2,2,1,2,1,4,1,3,4,3,4,4,4,3,4,3,4,4,4,6,6,1,3
1,2,23,1,2,2,0,0,0,4,4,3,1,1,3,6,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,2,1,3,3,4,4,3,4,3,3,4,3,2,4,2,2,2,2
1,2,28,1,4,1,0,0,0,4,3,2,0,2,3,6,4,2,1,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,4,2,3,3,3,2,1,1,2,2,2,2,4,1,5
1,2,26,1,3,1,0,0,0,4,4,3,0,2,2,5,6,2,1,2,1,2,2,1,1,1,2,1,2,1,1,3,4,3,2,3,4,3,3,3,2,2,2,2,1,3,2,2,1,2,4,2,2,2,2,2,4,2,2,2,2,2,2,3,4
1,2,26,1,3,1,0,0,0,4,3,4,0,2,2,7,7,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,2,2,2,2,3,2,1,1,1,2,2,1,2,3,1,4,4,3,3,4,4,2,3,3,2,4,4,6,6,1,3
1,2,24,1,5,2,0,0,0,3,2,2,1,1,2,6,7,2,1,2,1,4,2,1,2,1,2,1,1,2,1,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,3,2,3,4,4,2,2,4,3,4,4,4,2,4,2,1,1,3
1,2,55,1,4,1,0,0,0,4,3,3,1,1,2,6,7,3,1,1,1,3,2,1,1,1,3,1,2,2,1,1,2,1,3,3,3,2,2,3,1,2,1,1,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,5,5
1,2,30,1,4,2,0,0,0,4,4,3,1,1,2,7,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,3,4,1,1,4,4,1,3,1,1,4,1,1,4,4,1,3,3,4,4,4,4,4,4,2,1,4,2,2,2,1,3,1,5
1,2,30,1,3,1,0,0,0,4,2,2,1,1,2,4,5,3,1,2,3,4,1,1,2,2,2,3,2,3,3,1,2,1,3,1,1,1,1,1,2,2,2,3,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,1,2,6,6,5,4
1,2,30,1,4,4,0,0,0,4,3,4,1,1,1,7,1,1,1,NA,1,NA,2,1,NA,1,4,1,NA,2,1,2,3,3,2,3,3,NA,2,3,1,2,2,2,2,2,NA,1,1,4,4,4,4,4,4,1,2,1,1,1,1,2,4,3,5
1,2,24,1,3,1,0,0,0,3,2,1,1,1,2,5,3,2,1,2,1,2,1,1,1,2,3,1,1,1,1,3,1,1,2,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,6,3,3
1,2,37,1,2,1,1,1,0,4,4,4,1,1,2,7,7,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,3,1,2,1,3,1,2,2,2,3,1,2,1,3,1,3,2,3,3,4,4,3,2,3,3,4,4,6,6,3,3
1,2,34,1,4,1,0,0,0,4,3,2,0,2,2,7,5,2,1,1,1,1,2,1,1,2,3,1,1,2,1,2,4,2,2,2,1,1,1,2,2,4,3,2,2,3,4,1,2,3,4,2,2,4,4,2,4,2,2,2,4,6,6,3,3
1,2,30,1,3,1,0,0,0,3,1,2,0,3,3,3,2,2,1,3,2,4,4,2,3,1,2,2,1,2,2,1,3,3,2,2,4,2,3,2,1,3,4,2,3,4,2,4,3,2,1,1,2,2,2,1,1,1,1,1,1,4,1,4,3
1,2,36,1,3,2,0,0,0,3,2,4,1,1,2,4,5,3,3,3,1,1,2,3,1,1,1,1,1,1,1,1,2,2,3,1,3,2,3,2,1,2,2,2,2,3,2,1,2,2,2,1,2,2,2,3,3,2,2,2,3,3,6,4,4
